Date,Open,High,Low,Close,Volume,Market Cap
2018-07-04,0.07632079720497131,0.08368050307035446,0.07632079720497131,0.08113639801740646,33168200.0,281582560.817
2018-07-05,0.08153729885816574,0.09051690250635147,0.0802546963095665,0.08583330363035202,33658500.0,297883076.121
2018-07-06,0.08564619719982147,0.08838719874620438,0.07921350002288818,0.08611220121383667,26501700.0,298850994.049
2018-07-07,0.08580510318279266,0.08580510318279266,0.07751139998435974,0.08189620077610016,11221600.0,284219434.399
2018-07-08,0.08195739984512329,0.08278150111436844,0.07998199760913849,0.08046050369739532,9018920.0,279236860.824
2018-07-09,0.08035259693861008,0.08035259693861008,0.07540140300989151,0.07540140300989151,9781100.0,261679336.293
2018-07-10,0.0752146989107132,0.0752146989107132,0.06667300313711166,0.06678029894828796,11227500.0,231759948.508
2018-07-11,0.06684000045061111,0.07137220352888107,0.06474389880895615,0.06945350021123886,15008500.0,241037245.77
2018-07-12,0.06927769631147385,0.06927769631147385,0.06331349909305573,0.0650544986128807,9427140.0,225770587.586
2018-07-13,0.06554040312767029,0.06674479693174362,0.0648747980594635,0.06586609780788422,8609010.0,228587232.229
2018-07-14,0.06582409888505936,0.06669270247220993,0.06463760137557983,0.06569290161132812,6556010.0,227986144.437
2018-07-15,0.06569410115480423,0.06827110052108765,0.06519850343465805,0.06714130192995071,7315170.0,233012793.155
2018-07-16,0.06725980341434479,0.07273390144109726,0.06674110144376755,0.07273390144109726,10935700.0,252421820.788
2018-07-17,0.07264909893274307,0.07987210154533386,0.07186509668827057,0.07918030023574829,17017100.0,274793947.479
2018-07-18,0.07922849804162979,0.08633189648389816,0.07733719795942307,0.08085410296916962,24613800.0,280602843.243
2018-07-19,0.08045990020036697,0.08427470177412033,0.0763804018497467,0.07934380322694778,18196100.0,275361371.578
2018-07-20,0.0792590007185936,0.08117230236530304,0.07135579735040665,0.07196559756994247,12349600.0,249755448.094
2018-07-21,0.07215149700641632,0.07415570318698883,0.06851039826869965,0.07386410236358643,8898080.0,256344161.565
2018-07-22,0.07376019656658173,0.07550690323114395,0.0708732008934021,0.07099640369415283,9211840.0,246391855.206
2018-07-23,0.07067839801311493,0.07381390035152435,0.06834779679775238,0.06834779679775238,9760290.0,237199931.845
2018-07-24,0.06919009983539581,0.07247500121593475,0.06672360002994537,0.0719422996044159,12974800.0,249674585.821
2018-07-25,0.07142189890146255,0.07334840297698975,0.06904079765081406,0.07140939682722092,12662000.0,247825165.011
2018-07-26,0.0715876966714859,0.0742603987455368,0.06742410361766815,0.06885600090026855,11127400.0,238963631.707
2018-07-27,0.06890840083360672,0.07062339782714844,0.06697860360145569,0.06956519931554794,11358900.0,241424898.809
2018-07-28,0.069793701171875,0.06983970105648041,0.06792429834604263,0.06917770206928253,19027400.0,240080086.341
2018-07-29,0.06931299716234207,0.0694819986820221,0.06779470294713974,0.06915579736232758,17198000.0,240004082.746
2018-07-30,0.0692508,0.0693313,0.06447,0.0659182,9441940.0,228768044.434
2018-07-31,0.0659144,0.0659144,0.0598289,0.0604948,8286230.0,209946222.658
2018-08-01,0.060397,0.0623907,0.0580401,0.0599876,7927620.0,208185993.281
2018-08-02,0.0599474,0.0627389,0.0564897,0.057003,10449400.0,197827987.367
2018-08-03,0.056974,0.057041,0.0528726,0.0559406,10464500.0,194140945.391
2018-08-04,0.0558144,0.0564819,0.0531421,0.0542652,6142960.0,188326496.853
2018-08-05,0.054344,0.0550524,0.0531921,0.0548888,5061130.0,190490690.543
2018-08-06,0.0549489,0.0560142,0.0529935,0.0534356,5599320.0,185447383.502
2018-08-07,0.0534168,0.0563724,0.0515081,0.0515081,5657480.0,178758026.001
2018-08-08,0.0514876,0.0514876,0.0459992,0.0462761,12231200.0,160600454.822
2018-08-09,0.0463871,0.0490941,0.045075,0.048163,9524500.0,167148910.681
2018-08-10,0.0480513,0.0484551,0.0432686,0.0441405,5784890.0,153188889.644
2018-08-11,0.0441784,0.0442428,0.0395654,0.0409366,5166660.0,142069806.636
2018-08-12,0.04084,0.0418131,0.0404328,0.0412522,4191150.0,143165091.319
2018-08-13,0.0413385,0.0417556,0.0370701,0.0370701,6891570.0,128651181.07
2018-08-14,0.0371118,0.0371118,0.0313516,0.0346405,6805360.0,120219293.658
