Date,Open,High,Low,Close,Volume,Market Cap
2018-07-04,0.028522200882434845,0.029873700812458992,0.026037100702524185,0.027376199141144753,4835830.0,64653815.1795
2018-07-05,0.027438899502158165,0.027763500809669495,0.02426999993622303,0.02499370090663433,3190260.0,59027113.3485
2018-07-06,0.02497369982302189,0.027157999575138092,0.022810600697994232,0.02513130009174347,3522720.0,59352080.4721
2018-07-07,0.025120100006461143,0.02545209974050522,0.02351520024240017,0.02545209974050522,3044870.0,60109707.3125
2018-07-08,0.025410499423742294,0.026058100163936615,0.024925999343395233,0.025148799642920494,2577170.0,59393409.8664
2018-07-09,0.025104299187660217,0.025104299187660217,0.02347569912672043,0.02347569912672043,2474390.0,55442083.5985
2018-07-10,0.023429900407791138,0.023907199501991272,0.02072560042142868,0.020776599645614624,2810540.0,49067673.9817
2018-07-11,0.020781299099326134,0.021031899377703667,0.019246600568294525,0.02035590074956417,2305950.0,48074115.3415
2018-07-12,0.020379800349473953,0.020676100626587868,0.01940229907631874,0.019657600671052933,1773670.0,46424954.4229
2018-07-13,0.01981250010430813,0.02052840031683445,0.019595399498939514,0.01984330080449581,1826960.0,46863518.339
2018-07-14,0.01978760026395321,0.019971000030636787,0.019016800448298454,0.019422000274062157,1283040.0,45868542.6909
2018-07-15,0.019471300765872,0.02075129933655262,0.019231699407100677,0.020482100546360016,1496150.0,48372159.3168
2018-07-16,0.020469199866056442,0.022767599672079086,0.020369600504636765,0.022176099941134453,2786940.0,52372844.69
2018-07-17,0.022324800491333008,0.02397570013999939,0.02126850001513958,0.023709900677204132,2740270.0,55995188.9789
2018-07-18,0.023701399564743042,0.02496360056102276,0.022724999114871025,0.023022999987006187,2932110.0,54372951.2086
2018-07-19,0.023051399737596512,0.023079000413417816,0.021995000541210175,0.0224699005484581,2111000.0,53066706.1791
2018-07-20,0.02247839979827404,0.02247839979827404,0.019454700872302055,0.019587600603699684,2126010.0,46259636.8455
2018-07-21,0.019589899107813835,0.020519500598311424,0.019207000732421875,0.01997539959847927,1601520.0,47175496.2243
2018-07-22,0.019982000812888145,0.02037299983203411,0.019437000155448914,0.019760599359869957,1738020.0,46668207.4296
2018-07-23,0.02000189945101738,0.020672500133514404,0.018806900829076767,0.019077099859714508,1870050.0,45053999.3703
2018-07-24,0.019155599176883698,0.021810799837112427,0.01773349940776825,0.02162119932472706,3182150.0,51062348.6371
2018-07-25,0.021412499248981476,0.021776799112558365,0.020070599392056465,0.021075300872325897,2733220.0,49773107.7013
2018-07-26,0.021076999604701996,0.021661899983882904,0.02023950032889843,0.020327400416135788,1818450.0,48006807.4707
2018-07-27,0.020330099388957024,0.021544199436903,0.0196531992405653,0.021199500188231468,1637440.0,50066428.3172
2018-07-28,0.021024100482463837,0.021376600489020348,0.020360000431537628,0.02047709934413433,1473470.0,48360350.9184
2018-07-29,0.020309599116444588,0.020773399621248245,0.019752899184823036,0.02025200054049492,1442090.0,47828736.823
2018-07-30,0.0202614,0.0202614,0.0187342,0.0194919,1318480.0,46033624.1004
2018-07-31,0.0195037,0.0195037,0.0174733,0.0176558,1134050.0,41697344.045
2018-08-01,0.0176276,0.018348,0.017043,0.0175082,1528730.0,41348760.1247
2018-08-02,0.0175008,0.0177424,0.016216,0.0164917,1095170.0,38948112.7328
2018-08-03,0.0164614,0.0168565,0.0157337,0.0166873,1204610.0,39410057.2777
2018-08-04,0.0166897,0.0183714,0.015966,0.0162684,1759560.0,38420749.6609
2018-08-05,0.0162454,0.0180611,0.0159291,0.0173195,1766800.0,40903111.1696
2018-08-06,0.0173262,0.0193436,0.0173053,0.0186216,1931980.0,43978254.2773
2018-08-07,0.0186407,0.0188892,0.0162418,0.016491,1895500.0,38946459.557
2018-08-08,0.0165229,0.0165229,0.0149589,0.0151614,1465210.0,35806370.2582
2018-08-09,0.0150868,0.0170132,0.0150868,0.0166517,1613840.0,39321920.5811
2018-08-10,0.0165286,0.0169667,0.0146876,0.0149679,1112130.0,35345734.974
2018-08-11,0.0149561,0.0150167,0.0129831,0.0135186,1519940.0,31923306.0629
2018-08-12,0.0134473,0.0141363,0.0133242,0.01347,1056840.0,31808540.2828
2018-08-13,0.0135953,0.0136775,0.0111971,0.011211,1071610.0,26474056.8011
2018-08-14,0.0112091,0.0112091,0.00920554,0.00995622,1061240.0,23510974.3827
2018-08-15,0.00977914,0.0114992,0.00977914,0.00993703,1067040.0,23465658.4296
2018-08-16,0.0100027,0.0113181,0.0098628,0.0108732,1009730.0,25676363.7864
2018-08-17,0.0108852,0.0138667,0.010772,0.0131412,1889590.0,31032100.1904
2018-08-18,0.0132339,0.0134559,0.0107176,0.0113801,1352230.0,26873375.5956
2018-08-19,0.0113974,0.0123707,0.0109548,0.011911,840962.0,28127061.864
2018-08-20,0.0119114,0.0120336,0.0110651,0.0111114,553594.0,26238857.795
2018-08-21,0.0110338,0.011691,0.0108509,0.0112373,597747.0,26536162.5627
2018-08-22,0.0112366,0.0118452,0.010788,0.0109684,648791.0,25901172.475
2018-08-23,0.0109024,0.0112013,0.0106045,0.0110883,504089.0,26184308.6279
2018-08-24,0.0110962,0.0142042,0.0109491,0.0125134,2416790.0,29549590.7925
2018-08-25,0.0124994,0.0145546,0.0123631,0.0123631,3402520.0,29194666.9911
2018-08-26,0.0123464,0.0124723,0.0117373,0.0118858,2176780.0,28067553.6818
2018-08-27,0.0118508,0.0127593,0.011683,0.0125882,1439610.0,29726226.1907
2018-08-28,0.0126382,0.0130711,0.0124743,0.012994,1123100.0,30684496.84
2018-08-29,0.0130384,0.0130546,0.0121464,0.0124814,876880.0,29474024.8468
2018-08-30,0.0125067,0.0126411,0.0113716,0.0118582,693887.0,28002378.0536
2018-08-31,0.0118534,0.0121426,0.0116185,0.0120384,737272.0,28427908.7855
2018-09-01,0.0120765,0.0130483,0.0120377,0.012615,811837.0,29789512.6702
2018-09-02,0.0126373,0.0128101,0.0121557,0.0123374,757785.0,29133978.091
2018-09-03,0.0124513,0.0128008,0.0120567,0.0123532,1112860.0,29171288.7767
2018-09-04,0.0122976,0.0130863,0.0122529,0.0128817,903766.0,30419307.5992
2018-09-05,0.0128812,0.0130479,0.0101877,0.0101877,1091510.0,24057599.5426
2018-09-06,0.0101094,0.0101245,0.00865223,0.00955324,1437060.0,22559362.9823
2018-09-07,0.00955702,0.0102493,0.00894329,0.0090701,1067510.0,21418458.8878
2018-09-08,0.00916691,0.0101853,0.00812368,0.00841381,1194920.0,19868672.1839
2018-09-09,0.00840276,0.00880464,0.00776173,0.00821362,1188000.0,19395936.3502
2018-09-10,0.00822367,0.00847333,0.00773583,0.00834855,1146750.0,19714564.8833
2018-09-11,0.00835151,0.00841059,0.00731244,0.00748643,1079030.0,17678723.8478
2018-09-12,0.00747946,0.00751423,0.0068055,0.00728937,1407420.0,17213379.3082
2018-09-13,0.00731913,0.00802582,0.00724374,0.00790611,1387770.0,18669771.2261
2018-09-14,0.00789716,0.0081538,0.0074813,0.00769092,1262630.0,18161613.8554
2018-09-15,0.00769159,0.00823666,0.0075935,0.00805537,1331710.0,19022239.1342
2018-09-16,0.00809691,0.00980604,0.00789476,0.00913549,3321180.0,21572873.1751
2018-09-17,0.00914028,0.00986994,0.00803402,0.0081754,2630060.0,19305682.2738
2018-09-18,0.00811842,0.00890524,0.00803904,0.00869122,1637350.0,20523758.0903
2018-09-19,0.00867362,0.00883119,0.00825007,0.00861759,1437680.0,20349885.5721
2018-09-20,0.00861939,0.00924565,0.00860716,0.00919961,1804610.0,21724288.4388
2018-09-21,0.00919328,0.00942516,0.00883661,0.00932684,1864380.0,22024733.9162
2018-09-22,0.00935921,0.00967008,0.0087927,0.00920248,1763490.0,21731065.7596
2018-09-23,0.00921645,0.00951542,0.00919929,0.00937861,1775530.0,22146985.4478
2018-09-24,0.00939645,0.00947971,0.00876573,0.00891119,1903340.0,21043203.1242
2018-09-25,0.00889753,0.0105707,0.00831528,0.00918089,4975820.0,21680082.3606
2018-09-26,0.00914001,0.00999011,0.00897688,0.00901874,2787550.0,21297175.5449
2018-09-27,0.00901259,0.00949859,0.00897776,0.00940188,1856350.0,22201936.059
2018-09-28,0.00938478,0.00945101,0.0089854,0.00922599,1685020.0,21786583.1154
2018-09-29,0.00920399,0.00982152,0.00898419,0.00967576,2446680.0,22848686.097
2018-09-30,0.00962939,0.010051,0.00935919,0.0094662,1860870.0,22353823.6099
2018-10-01,0.00945464,0.009536,0.00925446,0.00944184,1817070.0,22296299.0337
2018-10-02,0.00943622,0.00961825,0.00930612,0.00948138,1762710.0,22389670.2054
2018-10-03,0.00947071,0.00947071,0.00889771,0.00922754,1582430.0,21790243.3409
2018-10-04,0.00923036,0.00949825,0.00917974,0.00935655,1607160.0,22094892.174
2018-10-05,0.00935283,0.00981964,0.00931064,0.00972948,2056550.0,22975542.4284
2018-10-06,0.00973484,0.0101299,0.00973484,0.0098642,2316650.0,23293675.06
2018-10-07,0.0098672,0.00996321,0.00955209,0.00972481,2043680.0,22964514.5232
2018-10-08,0.00978625,0.0102979,0.00966965,0.0102702,2068970.0,24252417.9965
2018-10-09,0.0102779,0.0103509,0.0098769,0.0103509,1791610.0,24442985.8659
2018-10-10,0.0103265,0.0113627,0.00999214,0.0109842,3309510.0,25938483.1607
2018-10-11,0.0109781,0.0109908,0.00861798,0.00871098,2842380.0,20570420.0618
2018-10-12,0.00864549,0.00895927,0.00856543,0.00870566,1496160.0,20993140.2234
2018-10-13,0.00869566,0.00879255,0.00841045,0.00862487,1730640.0,20798320.3247
2018-10-14,0.00864574,0.0102203,0.00862809,0.009279,3105250.0,22375712.8273
