Date,Open,High,Low,Close,Volume,Market Cap
2018-07-04,1.4958800077438354,1.543370008468628,1.4610300064086914,1.468999981880188,414953.0,36486497.1748
2018-07-05,1.4644099473953247,1.508270025253296,1.4401899576187134,1.4718400239944458,715824.0,36559961.1894
2018-07-06,1.4714800119400024,1.5006699562072754,1.4080400466918945,1.5006699562072754,633431.0,37278402.2207
2018-07-07,1.499150037765503,1.5238900184631348,1.42576003074646,1.4882800579071045,405057.0,36972945.9039
2018-07-08,1.491760015487671,1.5271799564361572,1.4659600257873535,1.476140022277832,338419.0,36673748.9499
2018-07-09,1.4765199422836304,1.5495400428771973,1.4740899801254272,1.5343199968338013,600047.0,38121036.4143
2018-07-10,1.5312199592590332,1.5314899682998657,1.3815300464630127,1.3916699886322021,402322.0,34578158.3398
2018-07-11,1.392590045928955,1.5241700410842896,1.3880900144577026,1.4918099641799927,564309.0,37067893.4313
2018-07-12,1.4857499599456787,1.4863500595092773,1.267259955406189,1.3033000230789185,440388.0,32385977.9383
2018-07-13,1.3080600500106812,1.506719946861267,1.3080600500106812,1.4531999826431274,923994.0,36113491.8306
2018-07-14,1.459439992904663,1.526360034942627,1.4138400554656982,1.4635299444198608,867080.0,36371373.295
2018-07-15,1.4826699495315552,1.57614004611969,1.2929400205612183,1.493690013885498,630840.0,37123455.085
2018-07-16,1.4921499490737915,1.8778300285339355,1.402209997177124,1.7247899770736694,1150320.0,42869156.9244
2018-07-17,1.7244199514389038,1.7593799829483032,1.474519968032837,1.474810004234314,657614.0,36657596.2406
2018-07-18,1.4756100177764893,1.7078200578689575,1.458940029144287,1.6957099437713623,705880.0,42149288.2351
2018-07-19,1.6935100555419922,1.6935100555419922,1.4904899597167969,1.6176899671554565,544549.0,40211494.5469
2018-07-20,1.6184600591659546,1.6184600591659546,1.4074900150299072,1.4084199666976929,543556.0,35011381.5378
2018-07-21,1.4029899835586548,1.4868600368499756,1.3888599872589111,1.4628299474716187,411143.0,36365743.752
2018-07-22,1.4756499528884888,1.6065399646759033,1.4216200113296509,1.6065399646759033,498399.0,39940195.5989
2018-07-23,1.6096299886703491,2.04967999458313,1.6013100147247314,2.0196900367736816,1105560.0,50213336.4137
2018-07-24,2.0200400352478027,2.231410026550293,1.8631900548934937,1.864840030670166,840551.0,46367116.2983
2018-07-25,1.8518099784851074,1.8787599802017212,1.6217800378799438,1.7161200046539307,427737.0,42672812.5839
2018-07-26,1.7165800333023071,2.0163300037384033,1.6139099597930908,1.9403200149536133,761185.0,48249499.0302
2018-07-27,1.926360011100769,2.4912099838256836,1.9175000190734863,2.1113998889923096,878604.0,52505806.0474
2018-07-28,2.112950086593628,2.174190044403076,1.6961499452590942,1.7059299945831299,509816.0,42424694.4888
2018-07-29,1.707419991493225,1.7110799551010132,1.4562400579452515,1.522439956665039,371257.0,37867521.2378
2018-07-30,1.50839,1.83438,1.48647,1.72781,534234.0,42978242.881
2018-07-31,1.73507,1.84719,1.6105,1.82092,652739.0,45297422.4865
2018-08-01,1.82325,2.0071,1.47294,1.81418,1129250.0,45135961.1882
2018-08-02,1.81369,1.86308,1.38364,1.40561,580000.0,34976345.5523
2018-08-03,1.40338,1.40356,1.15323,1.1548,395129.0,28737297.8699
2018-08-04,1.15425,1.36773,1.12334,1.34823,543710.0,33556624.5776
2018-08-05,1.34932,1.50339,1.32343,1.32771,446391.0,33049040.3694
2018-08-06,1.32764,1.7649,1.32764,1.76249,1096200.0,43875473.272
2018-08-07,1.76761,2.04599,1.66417,1.8865,794987.0,46965800.3636
2018-08-08,1.88502,1.88502,1.41533,1.41533,695528.0,35237052.7496
2018-08-09,1.41883,1.48844,1.28548,1.47839,882232.0,36809329.7104
2018-08-10,1.47625,1.65563,1.19755,1.42918,953305.0,35585874.9315
2018-08-11,1.43225,1.70765,1.39104,1.70714,619410.0,42511516.1539
2018-08-12,1.70374,2.34496,1.70029,2.28167,1099830.0,56827450.5488
2018-08-13,2.28855,2.59506,1.16309,1.17379,893984.0,29236469.1998
2018-08-14,1.17236,1.17236,0.984004,1.10868,811430.0,27615838.1057
2018-08-15,1.1093,1.25917,1.10433,1.16017,621038.0,28901333.8233
2018-08-16,1.15812,1.20583,1.11678,1.14273,478832.0,28469465.4878
2018-08-17,1.14097,1.20282,1.13684,1.20261,443274.0,29962511.4089
2018-08-18,1.1962,1.20808,1.06733,1.09912,512230.0,27386011.9313
2018-08-19,1.10076,1.15965,1.06921,1.15338,550268.0,28739764.6862
2018-08-20,1.1457,1.19332,1.09161,1.10307,509083.0,27487906.2856
2018-08-21,1.10685,1.19831,1.10226,1.14835,476370.0,28617393.0967
2018-08-22,1.14735,1.2189,1.1098,1.12311,551139.0,27990154.1459
2018-08-23,1.12373,1.19983,1.09403,1.19125,445292.0,29689690.4288
2018-08-24,1.1913,1.25982,1.12871,1.14176,787572.0,28458526.317
2018-08-25,1.14582,1.21818,1.12596,1.13383,609631.0,28263148.1467
2018-08-26,1.1371,1.18246,1.12,1.14796,749954.0,28616521.1214
2018-08-27,1.14886,1.16458,1.10742,1.14703,412271.0,28594327.8386
2018-08-28,1.1587,1.22948,1.14613,1.22567,652155.0,30555793.1819
2018-08-29,1.22175,1.25298,1.20301,1.2183,761393.0,30373654.25
2018-08-30,1.21513,1.22808,1.18341,1.20408,527375.0,30020297.5627
2018-08-31,1.21489,1.29896,1.21035,1.27136,650504.0,31699010.1071
2018-09-01,1.26865,1.35223,1.22599,1.33417,611589.0,33266840.6636
2018-09-02,1.3382,1.40434,1.30846,1.3522,700147.0,33719519.6291
2018-09-03,1.34775,1.38002,1.30624,1.33212,520656.0,33221178.0125
