Date,Open,High,Low,Close,Volume,Market Cap
2018-07-04,0.2924160063266754,0.30441001057624817,0.2867940068244934,0.2998200058937073,49.975799560546875,11763884.7316
2018-07-05,0.32800400257110596,0.3317219913005829,0.32174599170684814,0.327800989151001,1356.469970703125,12861760.9863
2018-07-06,0.32764899730682373,0.3294360041618347,0.3166309893131256,0.3277679979801178,1356.3299560546875,12860466.1821
2018-07-07,0.2579610049724579,0.31732800602912903,0.2545979917049408,0.31715598702430725,325.03900146484375,12444088.5396
2018-07-08,0.31742098927497864,0.34267500042915344,0.315095990896225,0.34267500042915344,72.0875015258789,13445364.5534
2018-07-10,0.32378700375556946,0.3238050043582916,0.25692498683929443,0.25733399391174316,663.5360107421875,10096883.175
2018-07-11,0.2573840022087097,0.31249698996543884,0.25353801250457764,0.31249698996543884,178.44700622558594,12261285.728
2018-07-12,0.31249698996543884,0.31249698996543884,0.2963460087776184,0.3008039891719818,404.302001953125,11802493.4388
2018-07-13,0.30168700218200684,0.3070259988307953,0.27804800868034363,0.2862209975719452,313.7409973144531,11230307.6905
2018-07-14,0.286765992641449,0.3030480146408081,0.28589800000190735,0.3016340136528015,143.0959930419922,11835059.7263
2018-07-16,0.29175999760627747,0.3080829977989197,0.2635050117969513,0.26881200075149536,2194.860107421875,10547239.6187
2018-07-17,0.2687709927558899,0.31095099449157715,0.267630010843277,0.30420199036598206,4041.389892578125,11935819.0352
2018-07-18,0.3042770028114319,0.33872100710868835,0.2952589988708496,0.3317599892616272,196.64999389648438,13017098.2542
2018-07-19,0.3316580057144165,0.3332040011882782,0.28793200850486755,0.3188689947128296,660.5380249023438,12511300.6487
2018-07-20,0.31894299387931824,0.509037971496582,0.274603009223938,0.27868399024009705,2957.14990234375,10934582.2578
2018-07-21,0.27873799204826355,0.28905001282691956,0.22675499320030212,0.22675499320030212,1383.199951171875,8897070.51671
2018-07-22,0.22664499282836914,0.24613499641418457,0.2261659950017929,0.24037399888038635,2884.969970703125,9431432.28763
2018-07-23,0.24031700193881989,0.3145650029182434,0.23996199667453766,0.2822049856185913,422.1610107421875,11072733.9427
2018-07-24,0.28213000297546387,0.47188401222229004,0.2668589949607849,0.2708599865436554,1090.5899658203125,10627595.9523
2018-07-25,0.27136000990867615,0.34761300683021545,0.25798100233078003,0.3445279896259308,843.2589721679688,13518069.7712
2018-07-26,0.344217985868454,0.35257500410079956,0.299685001373291,0.3268660008907318,1507.06005859375,12825074.8672
2018-07-27,0.32672399282455444,0.37475600838661194,0.32282400131225586,0.37123000621795654,57.29949951171875,14565762.5539
2018-07-28,0.3714439868927002,0.4069570004940033,0.3708760142326355,0.39133399724960327,575.1019897460938,15354572.969
2018-07-29,0.3918220102787018,0.39600300788879395,0.32846200466156006,0.3299599885940552,1041.510009765625,12946472.5704
2018-07-30,0.329984,0.409503,0.254247,0.409503,3590.14,16067460.774
2018-07-31,0.409552,0.409629,0.340049,0.343622,45.816,13482521.5104
2018-08-01,0.343373,0.344412,0.226794,0.227552,5762.55,8928342.00003
2018-08-02,0.227661,0.324599,0.171732,0.210985,1643.82,8278311.05364
